TimeStamp (ms); Total Power (W); CPU (W); Monitor (W); Disk (W); Base (W); Application (W)
63476263833578;31,6;0,0;--;0,0;31,6;--
63476263834592;32,0;0,4;--;0,0;31,6;--
63476263835606;31,8;0,3;--;0,0;31,6;--
63476263836620;31,9;0,3;--;0,0;31,6;--
63476263837634;32,0;0,4;--;0,0;31,6;--
63476263838648;31,8;0,3;--;0,0;31,6;--
63476263839662;32,1;0,6;--;0,0;31,6;--
63476263840676;32,0;0,4;--;0,0;31,6;--
63476263841690;31,6;0,0;--;0,0;31,6;--
63476263842704;32,2;0,7;--;0,0;31,6;--
63476263843718;31,8;0,2;--;0,0;31,6;--
63476263844732;32,4;0,8;--;0,0;31,6;--
63476263845746;32,2;0,7;--;0,0;31,6;--
63476263846760;31,6;0,0;--;0,0;31,6;--
63476263847774;31,6;0,0;--;0,0;31,6;--
63476263848788;32,9;1,4;--;0,0;31,6;--
63476263849802;31,6;0,0;--;0,0;31,6;--
63476263850816;32,5;0,9;--;0,0;31,6;--
63476263851830;31,6;0,0;--;0,0;31,6;--
63476263852844;32,1;0,5;--;0,0;31,6;--
63476263853858;31,6;0,0;--;0,0;31,6;--
63476263854872;32,7;1,1;--;0,0;31,6;--
63476263855886;31,6;0,0;--;0,0;31,6;--
63476263856900;31,6;0,0;--;0,0;31,6;--
63476263857914;34,4;2,9;--;0,0;31,6;--
63476263858928;31,9;0,3;--;0,0;31,6;--
63476263859942;31,6;0,0;--;0,0;31,6;--
63476263860956;32,8;1,2;--;0,0;31,6;--
63476263861970;31,6;0,0;--;0,0;31,6;--
63476263862984;32,7;1,1;--;0,0;31,6;--
63476263863998;31,6;0,0;--;0,0;31,6;--
63476263865012;31,6;0,0;--;0,0;31,6;--
63476263866026;34,1;2,6;--;0,0;31,6;--
63476263867040;31,6;0,0;--;0,0;31,6;--
63476263868054;33,5;2,0;--;0,0;31,6;--
63476263869068;33,3;1,8;--;0,0;31,6;--
63476263870082;31,6;0,0;--;0,0;31,6;--
63476263871096;33,5;2,0;--;0,0;31,6;--
63476263872110;31,6;0,0;--;0,0;31,6;--
63476263873124;33,7;2,1;--;0,0;31,6;--
63476263874138;31,6;0,0;--;0,0;31,6;--
63476263875152;35,7;4,1;--;0,0;31,6;--
63476263876166;31,6;0,0;--;0,0;31,6;--
63476263877180;31,6;0,0;--;0,0;31,6;--
63476263878194;36,3;4,7;--;0,0;31,6;--
63476263879208;31,6;0,0;--;0,0;31,6;--
63476263880222;37,9;6,3;--;0,0;31,6;--
63476263881236;31,6;0,0;--;0,0;31,6;--
63476263882250;37,4;5,8;--;0,0;31,6;--
63476263883264;31,6;0,0;--;0,0;31,6;--
63476263884278;36,5;5,0;--;0,0;31,6;--
63476263885292;31,6;0,0;--;0,0;31,6;--
63476263886306;36,4;4,8;--;0,0;31,6;--
63476263887320;31,6;0,0;--;0,0;31,6;--
63476263888334;37,3;5,7;--;0,0;31,6;--
63476263889348;31,6;0,0;--;0,0;31,6;--
63476263890362;35,6;4,0;--;0,0;31,6;--
63476263891376;31,6;0,0;--;0,0;31,6;--
63476263892390;33,7;2,2;--;0,0;31,6;--
63476263893404;31,6;0,0;--;0,0;31,6;--
63476263894418;36,9;5,3;--;0,0;31,6;--
63476263895432;31,6;0,0;--;0,0;31,6;--
63476263896446;31,6;0,0;--;0,0;31,6;--
63476263897460;33,2;1,6;--;0,0;31,6;--
63476263898474;35,4;3,8;--;0,0;31,6;--
63476263899488;31,6;0,0;--;0,0;31,6;--
63476263900502;32,3;0,7;--;0,0;31,6;--
63476263901516;31,6;0,1;--;0,0;31,6;--
63476263902530;34,1;2,6;--;0,0;31,6;--
63476263903544;31,6;0,0;--;0,0;31,6;--
63476263904558;31,6;0,0;--;0,0;31,6;--
63476263905572;31,6;0,0;--;0,0;31,6;--
63476263906586;31,8;0,3;--;0,0;31,6;--
63476263907600;31,9;0,3;--;0,0;31,6;--
63476263908614;31,9;0,3;--;0,0;31,6;--
63476263909628;32,1;0,6;--;0,0;31,6;--
63476263910642;32,0;0,5;--;0,0;31,6;--
63476263911656;31,8;0,3;--;0,0;31,6;--
63476263912670;32,2;0,7;--;0,0;31,6;--
63476263913684;32,0;0,4;--;0,0;31,6;--
63476263914698;31,6;0,0;--;0,0;31,6;--
63476263915712;31,6;0,0;--;0,0;31,6;--
63476263916726;31,6;0,0;--;0,0;31,6;--
63476263917740;32,0;0,5;--;0,0;31,6;--
63476263918754;34,0;2,5;--;0,0;31,6;--
63476263919768;31,6;0,0;--;0,0;31,6;--
63476263920782;31,6;0,0;--;0,0;31,6;--
63476263921796;31,6;0,0;--;0,0;31,6;--
63476263922810;32,1;0,5;--;0,0;31,6;--
63476263923824;34,3;2,7;--;0,0;31,6;--
63476263924838;31,6;0,0;--;0,0;31,6;--
63476263925852;31,6;0,0;--;0,0;31,6;--
63476263926866;31,6;0,0;--;0,0;31,6;--
63476263927880;35,7;4,1;--;0,0;31,6;--
63476263928894;31,7;0,1;--;0,0;31,6;--
63476263929908;32,3;0,8;--;0,0;31,6;--
63476263930922;31,6;0,0;--;0,0;31,6;--
63476263931936;31,6;0,0;--;0,0;31,6;--
63476263932950;34,4;2,8;--;0,0;31,6;--
63476263933964;31,6;0,0;--;0,0;31,6;--
63476263934978;31,6;0,0;--;0,0;31,6;--
63476263935992;32,1;0,5;--;0,0;31,6;--
63476263937006;31,6;0,0;--;0,0;31,6;--
63476263938020;35,1;3,5;--;0,0;31,6;--
63476263939034;31,9;0,3;--;0,0;31,6;--
63476263940048;33,0;1,4;--;0,0;31,6;--
63476263941062;31,6;0,0;--;0,0;31,6;--
63476263942076;31,7;0,1;--;0,0;31,6;--
63476263943090;34,2;2,6;--;0,0;31,6;--
63476263944104;31,8;0,2;--;0,0;31,6;--
63476263945118;31,6;0,0;--;0,0;31,6;--
63476263946132;32,3;0,7;--;0,0;31,6;--
63476263947146;31,6;0,0;--;0,0;31,6;--
63476263948160;32,1;0,5;--;0,0;31,6;--
63476263949174;31,6;0,0;--;0,0;31,6;--
63476263950188;36,1;4,6;--;0,0;31,6;--
63476263951202;31,6;0,0;--;0,0;31,6;--
63476263952216;36,5;4,9;--;0,0;31,6;--
63476263953230;31,6;0,0;--;0,0;31,6;--
63476263954244;31,6;0,0;--;0,0;31,6;--
63476263955258;33,1;1,6;--;0,0;31,6;--
63476263956272;31,6;0,0;--;0,0;31,6;--
63476263957286;33,4;1,8;--;0,0;31,6;--
63476263958300;31,6;0,0;--;0,0;31,6;--
63476263959314;33,3;1,7;--;0,0;31,6;--
63476263960328;31,6;0,0;--;0,0;31,6;--
63476263961342;33,8;2,3;--;0,0;31,6;--
63476263962356;31,6;0,0;--;0,0;31,6;--
63476263963370;33,6;2,0;--;0,0;31,6;--
63476263964384;31,6;0,0;--;0,0;31,6;--
63476263965398;33,9;2,4;--;0,0;31,6;--
63476263966412;31,6;0,0;--;0,0;31,6;--
63476263967426;33,7;2,2;--;0,0;31,6;--
63476263968440;31,6;0,0;--;0,0;31,6;--
63476263969454;33,8;2,3;--;0,0;31,6;--
63476263970468;31,6;0,0;--;0,0;31,6;--
63476263971482;32,9;1,4;--;0,0;31,6;--
63476263972496;31,6;0,0;--;0,0;31,6;--
63476263973510;34,8;3,3;--;0,0;31,6;--
63476263974524;31,6;0,0;--;0,0;31,6;--
63476263975538;33,7;2,1;--;0,0;31,6;--
63476263976552;31,6;0,0;--;0,0;31,6;--
63476263977566;34,4;2,9;--;0,0;31,6;--
63476263978580;31,6;0,0;--;0,0;31,6;--
63476263979594;32,0;0,4;--;0,0;31,6;--
63476263980655;31,8;0,3;--;0,0;31,6;--
63476263981669;32,9;1,3;--;0,0;31,6;--
63476263982683;31,8;0,3;--;0,0;31,6;--
63476263983697;32,1;0,5;--;0,0;31,6;--
63476263984711;31,6;0,0;--;0,0;31,6;--
63476263985725;32,2;0,6;--;0,0;31,6;--
63476263986739;31,6;0,0;--;0,0;31,6;--
63476263987753;32,6;1,0;--;0,0;31,6;--
63476263988767;31,8;0,2;--;0,0;31,6;--
63476263989781;31,9;0,3;--;0,0;31,6;--
63476263990795;31,6;0,0;--;0,0;31,6;--
63476263991809;31,9;0,3;--;0,0;31,6;--
63476263992823;34,8;3,2;--;0,0;31,6;--
63476263993837;31,6;0,0;--;0,0;31,6;--
63476263994851;34,8;3,3;--;0,0;31,6;--
63476263995865;31,6;0,0;--;0,0;31,6;--
63476263996879;31,6;0,0;--;0,0;31,6;--
63476263997893;35,4;3,8;--;0,0;31,6;--
63476263998907;32,0;0,5;--;0,0;31,6;--
63476263999921;31,9;0,3;--;0,0;31,6;--
63476264000935;31,6;0,0;--;0,0;31,6;--
63476264001949;31,6;0,0;--;0,0;31,6;--
63476264002963;37,0;5,4;--;0,0;31,6;--
63476264003977;31,7;0,1;--;0,0;31,6;--
63476264004991;31,6;0,0;--;0,0;31,6;--
63476264006005;31,6;0,0;--;0,0;31,6;--
63476264007019;31,6;0,0;--;0,0;31,6;--
63476264008033;36,9;5,4;--;0,0;31,6;--
63476264009047;31,6;0,0;--;0,0;31,6;--
63476264010061;34,5;2,9;--;0,0;31,6;--
63476264011075;31,6;0,0;--;0,0;31,6;--
63476264012089;31,6;0,0;--;0,0;31,6;--
63476264013103;34,7;3,1;--;0,0;31,6;--
63476264014117;33,9;2,4;--;0,0;31,6;--
63476264015131;31,6;0,1;--;0,0;31,6;--
63476264016145;31,6;0,0;--;0,0;31,6;--
63476264017159;31,6;0,0;--;0,0;31,6;--
63476264018173;35,4;3,8;--;0,0;31,6;--
63476264019187;31,6;0,0;--;0,0;31,6;--
63476264020201;36,6;5,0;--;0,0;31,6;--
63476264021215;31,6;0,0;--;0,0;31,6;--
63476264022229;33,2;1,6;--;0,0;31,6;--
63476264023243;31,6;0,0;--;0,0;31,6;--
63476264024257;32,3;0,8;--;0,0;31,6;--
63476264025271;32,0;0,4;--;0,0;31,6;--
63476264026285;37,1;5,5;--;0,0;31,6;--
63476264027299;31,6;0,0;--;0,0;31,6;--
63476264028313;38,4;6,8;--;0,0;31,6;--
63476264029327;31,6;0,0;--;0,0;31,6;--
63476264030341;39,3;7,8;--;0,0;31,6;--
63476264031355;31,6;0,0;--;0,0;31,6;--
63476264032369;35,3;3,7;--;0,0;31,6;--
63476264033383;31,6;0,0;--;0,0;31,6;--
63476264034397;39,8;8,2;--;0,0;31,6;--
63476264035411;31,6;0,0;--;0,0;31,6;--
63476264036425;37,1;5,5;--;0,0;31,6;--
63476264037439;31,6;0,0;--;0,0;31,6;--
63476264038453;37,8;6,3;--;0,0;31,6;--
63476264039467;31,6;0,0;--;0,0;31,6;--
63476264040481;38,3;6,7;--;0,0;31,6;--
63476264041495;31,6;0,0;--;0,0;31,6;--
63476264042509;32,0;0,5;--;0,0;31,6;--
63476264043523;31,6;0,0;--;0,0;31,6;--
63476264044537;35,1;3,5;--;0,0;31,6;--
63476264045551;31,6;0,0;--;0,0;31,6;--
63476264046565;31,8;0,3;--;0,0;31,6;--
63476264047579;31,6;0,0;--;0,0;31,6;--
63476264048593;32,2;0,7;--;0,0;31,6;--
63476264049607;32,0;0,4;--;0,0;31,6;--
63476264050621;31,7;0,1;--;0,0;31,6;--
63476264051635;32,2;0,7;--;0,0;31,6;--
63476264052649;31,7;0,1;--;0,0;31,6;--
63476264053663;31,6;0,1;--;0,0;31,6;--
63476264054677;32,2;0,7;--;0,0;31,6;--
63476264055691;31,7;0,1;--;0,0;31,6;--
63476264056705;32,3;0,7;--;0,0;31,6;--
63476264057719;32,2;0,7;--;0,0;31,6;--
63476264058733;32,0;0,4;--;0,0;31,6;--
63476264059747;31,8;0,3;--;0,0;31,6;--
63476264060761;32,2;0,6;--;0,0;31,6;--
63476264061775;31,6;0,0;--;0,0;31,6;--
63476264062789;32,3;0,8;--;0,0;31,6;--
63476264063803;31,6;0,0;--;0,0;31,6;--
63476264064817;31,6;0,1;--;0,0;31,6;--
63476264065831;32,5;1,0;--;0,0;31,6;--
63476264066845;31,9;0,3;--;0,0;31,6;--
63476264067859;31,8;0,2;--;0,0;31,6;--
63476264068873;32,1;0,5;--;0,0;31,6;--
63476264069887;32,4;0,8;--;0,0;31,6;--
63476264070901;31,6;0,0;--;0,0;31,6;--
63476264071915;34,9;3,3;--;0,0;31,6;--
63476264072929;31,6;0,0;--;0,0;31,6;--
63476264073943;33,3;1,7;--;0,0;31,6;--
63476264074957;31,6;0,0;--;0,0;31,6;--
63476264075971;31,6;0,0;--;0,0;31,6;--
63476264076985;31,6;0,0;--;0,0;31,6;--
63476264077999;38,1;6,5;--;0,0;31,6;--
63476264079013;31,6;0,0;--;0,0;31,6;--
63476264080027;37,9;6,3;--;0,0;31,6;--
63476264081041;31,6;0,0;--;0,0;31,6;--
63476264082055;33,1;1,6;--;0,0;31,6;--
63476264083069;31,6;0,0;--;0,0;31,6;--
63476264084083;37,1;5,6;--;0,0;31,6;--
63476264085097;31,6;0,0;--;0,0;31,6;--
63476264086111;33,4;1,8;--;0,0;31,6;--
63476264087125;31,6;0,0;--;0,0;31,6;--
63476264088139;39,0;7,5;--;0,0;31,6;--
63476264089153;31,6;0,0;--;0,0;31,6;--
63476264090167;37,5;6,0;--;0,0;31,6;--
63476264091181;31,6;0,0;--;0,0;31,6;--
63476264092195;33,8;2,2;--;0,1;31,6;--
63476264093209;31,6;0,0;--;0,0;31,6;--
63476264094223;36,4;4,8;--;0,0;31,6;--
63476264095237;31,6;0,0;--;0,0;31,6;--
63476264096251;35,0;3,4;--;0,0;31,6;--
63476264097265;31,6;0,0;--;0,0;31,6;--
63476264098279;37,6;6,1;--;0,0;31,6;--
63476264099293;31,6;0,0;--;0,0;31,6;--
63476264100307;32,2;0,7;--;0,0;31,6;--
63476264101321;32,0;0,5;--;0,0;31,6;--
63476264102335;34,3;2,7;--;0,0;31,6;--
63476264103349;31,6;0,0;--;0,0;31,6;--
63476264104363;37,9;6,3;--;0,0;31,6;--
63476264105377;31,6;0,0;--;0,0;31,6;--
63476264106391;33,4;1,8;--;0,0;31,6;--
63476264107405;31,6;0,0;--;0,0;31,6;--
63476264108420;39,1;7,5;--;0,0;31,6;--
63476264109434;31,6;0,0;--;0,0;31,6;--
63476264110448;31,6;0,0;--;0,0;31,6;--
63476264111462;32,4;0,8;--;0,0;31,6;--
63476264112476;35,0;3,5;--;0,0;31,6;--
63476264113490;31,6;0,0;--;0,0;31,6;--
63476264114504;31,8;0,3;--;0,0;31,6;--
63476264115518;31,6;0,0;--;0,0;31,6;--
63476264116532;31,6;0,0;--;0,0;31,6;--
63476264117546;32,9;1,3;--;0,0;31,6;--
63476264118560;33,3;1,8;--;0,0;31,6;--
63476264119574;31,6;0,0;--;0,0;31,6;--
63476264120588;32,1;0,6;--;0,0;31,6;--
63476264121602;31,6;0,1;--;0,0;31,6;--
63476264122616;32,1;0,6;--;0,0;31,6;--
63476264123630;31,8;0,3;--;0,0;31,6;--
63476264124644;32,1;0,6;--;0,0;31,6;--
63476264125658;31,6;0,1;--;0,0;31,6;--
63476264126672;32,3;0,8;--;0,0;31,6;--
63476264127686;31,8;0,3;--;0,0;31,6;--
63476264128700;31,8;0,3;--;0,0;31,6;--
63476264129714;31,6;0,0;--;0,0;31,6;--
63476264130728;32,7;1,1;--;0,0;31,6;--
63476264131742;31,8;0,3;--;0,0;31,6;--
63476264132756;32,1;0,6;--;0,0;31,6;--
63476264133770;31,7;0,1;--;0,0;31,6;--
63476264134784;32,3;0,8;--;0,0;31,6;--
63476264135798;31,6;0,0;--;0,0;31,6;--
63476264136812;31,9;0,3;--;0,0;31,6;--
63476264137826;33,1;1,6;--;0,0;31,6;--
63476264138840;32,1;0,5;--;0,0;31,6;--
63476264139854;31,6;0,0;--;0,0;31,6;--
63476264140868;32,0;0,4;--;0,0;31,6;--
63476264141882;33,8;2,2;--;0,0;31,6;--
63476264142896;32,2;0,7;--;0,0;31,6;--
63476264143910;31,6;0,0;--;0,0;31,6;--
63476264144924;32,0;0,5;--;0,0;31,6;--
63476264145938;33,2;1,6;--;0,0;31,6;--
63476264146952;31,6;0,0;--;0,0;31,6;--
63476264147966;32,3;0,7;--;0,0;31,6;--
63476264148980;31,6;0,0;--;0,0;31,6;--
63476264149994;32,5;1,0;--;0,0;31,6;--
63476264151008;32,0;0,5;--;0,0;31,6;--
63476264152022;31,8;0,3;--;0,0;31,6;--
63476264153036;33,9;2,3;--;0,0;31,6;--
63476264154050;31,6;0,0;--;0,0;31,6;--
63476264155064;35,1;3,5;--;0,0;31,6;--
63476264156078;31,6;0,0;--;0,0;31,6;--
63476264157092;31,6;0,0;--;0,0;31,6;--
63476264158106;37,6;6,1;--;0,0;31,6;--
63476264159120;31,6;0,0;--;0,0;31,6;--
63476264160134;34,0;2,4;--;0,0;31,6;--
63476264161148;31,6;0,0;--;0,0;31,6;--
63476264162162;31,6;0,0;--;0,0;31,6;--
63476264163176;31,6;0,0;--;0,0;31,6;--
63476264164190;35,8;4,3;--;0,0;31,6;--
63476264165204;31,6;0,0;--;0,0;31,6;--
63476264166218;33,3;1,7;--;0,0;31,6;--
63476264167232;31,6;0,0;--;0,0;31,6;--
63476264168246;39,4;7,8;--;0,0;31,6;--
63476264169260;31,6;0,0;--;0,0;31,6;--
63476264170274;35,4;3,8;--;0,0;31,6;--
63476264171288;31,6;0,0;--;0,0;31,6;--
63476264172302;32,8;1,2;--;0,0;31,6;--
63476264173316;31,6;0,0;--;0,0;31,6;--
63476264174330;37,1;5,6;--;0,0;31,6;--
63476264175344;31,6;0,0;--;0,0;31,6;--
63476264176358;33,7;2,2;--;0,0;31,6;--
63476264177372;31,6;0,0;--;0,0;31,6;--
63476264178386;36,0;4,4;--;0,0;31,6;--
63476264179400;31,6;0,0;--;0,0;31,6;--
63476264180414;37,9;6,3;--;0,0;31,6;--
63476264181428;31,6;0,0;--;0,0;31,6;--
63476264182442;33,5;1,9;--;0,0;31,6;--
63476264183456;31,6;0,0;--;0,0;31,6;--
63476264184470;37,9;6,3;--;0,0;31,6;--
63476264185484;31,6;0,0;--;0,0;31,6;--
63476264186498;34,6;3,0;--;0,0;31,6;--
63476264187512;31,6;0,0;--;0,0;31,6;--
63476264188526;33,3;1,8;--;0,0;31,6;--
63476264189540;31,6;0,0;--;0,0;31,6;--
63476264190554;33,1;1,6;--;0,0;31,6;--
63476264191568;31,6;0,0;--;0,0;31,6;--
63476264192582;31,6;0,0;--;0,0;31,6;--
63476264193596;31,8;0,3;--;0,0;31,6;--
63476264194610;32,1;0,5;--;0,0;31,6;--
63476264195624;32,0;0,5;--;0,0;31,6;--
63476264196638;31,8;0,3;--;0,0;31,6;--
63476264197652;32,1;0,6;--;0,0;31,6;--
63476264198666;32,0;0,4;--;0,0;31,6;--
63476264199680;31,6;0,0;--;0,0;31,6;--
63476264200694;32,1;0,5;--;0,0;31,6;--
63476264201708;32,5;1,0;--;0,0;31,6;--
63476264202722;31,9;0,3;--;0,0;31,6;--
63476264203736;32,0;0,5;--;0,0;31,6;--
63476264204750;31,6;0,0;--;0,0;31,6;--
63476264205764;32,0;0,4;--;0,0;31,6;--
63476264206778;33,3;1,7;--;0,0;31,6;--
63476264207792;31,6;0,0;--;0,0;31,6;--
63476264208806;31,6;0,1;--;0,0;31,6;--
63476264209820;31,6;0,0;--;0,0;31,6;--
63476264210834;34,8;3,3;--;0,0;31,6;--
63476264211848;31,6;0,0;--;0,0;31,6;--
63476264212862;35,7;4,2;--;0,0;31,6;--
63476264213876;31,6;0,0;--;0,0;31,6;--
63476264214890;34,2;2,7;--;0,0;31,6;--
63476264215904;31,6;0,0;--;0,0;31,6;--
63476264216918;36,3;4,8;--;0,0;31,6;--
63476264217932;31,6;0,0;--;0,0;31,6;--
63476264218946;35,1;3,5;--;0,0;31,6;--
63476264219960;31,6;0,0;--;0,0;31,6;--
63476264220974;33,8;2,2;--;0,0;31,6;--
63476264221988;31,6;0,0;--;0,0;31,6;--
63476264223002;36,0;4,4;--;0,0;31,6;--
63476264224016;31,6;0,0;--;0,0;31,6;--
63476264225030;36,7;5,2;--;0,0;31,6;--
63476264226044;31,6;0,0;--;0,0;31,6;--
63476264227058;37,4;5,8;--;0,0;31,6;--
63476264228072;31,6;0,0;--;0,0;31,6;--
63476264229086;31,6;0,0;--;0,0;31,6;--
63476264230100;32,5;0,9;--;0,0;31,6;--
63476264231114;37,0;5,4;--;0,0;31,6;--
63476264232128;31,6;0,0;--;0,0;31,6;--
63476264233142;36,1;4,6;--;0,0;31,6;--
63476264234156;31,6;0,0;--;0,0;31,6;--
63476264235170;37,4;5,8;--;0,0;31,6;--
63476264236184;31,6;0,0;--;0,0;31,6;--
63476264237198;31,6;0,1;--;0,0;31,6;--
63476264238212;35,4;3,9;--;0,0;31,6;--
63476264239226;31,6;0,0;--;0,0;31,6;--
63476264240240;35,0;3,5;--;0,0;31,6;--
63476264241254;31,6;0,0;--;0,0;31,6;--
63476264242268;31,6;0,0;--;0,0;31,6;--
63476264243282;32,3;0,8;--;0,0;31,6;--
63476264244296;33,6;2,0;--;0,0;31,6;--
63476264245310;31,6;0,0;--;0,0;31,6;--
63476264246324;31,8;0,3;--;0,0;31,6;--
63476264247338;32,0;0,5;--;0,0;31,6;--
63476264248352;34,4;2,9;--;0,0;31,6;--
63476264249366;31,6;0,0;--;0,0;31,6;--
63476264250380;35,1;3,5;--;0,0;31,6;--
63476264251394;31,6;0,0;--;0,0;31,6;--
63476264252408;32,1;0,5;--;0,0;31,6;--
63476264253422;32,1;0,6;--;0,0;31,6;--
63476264254436;32,1;0,6;--;0,0;31,6;--
63476264255450;31,6;0,0;--;0,0;31,6;--
63476264256464;31,6;0,0;--;0,0;31,6;--
63476264257478;33,5;1,9;--;0,0;31,6;--
63476264258492;34,0;2,4;--;0,0;31,6;--
63476264259506;31,6;0,0;--;0,0;31,6;--
63476264260520;31,6;0,0;--;0,0;31,6;--
63476264261534;32,2;0,7;--;0,0;31,6;--
63476264262548;31,6;0,0;--;0,0;31,6;--
63476264263562;33,7;2,2;--;0,0;31,6;--
63476264264576;31,6;0,0;--;0,0;31,6;--
63476264265590;31,9;0,3;--;0,0;31,6;--
63476264266604;32,0;0,4;--;0,0;31,6;--
63476264267618;31,9;0,3;--;0,0;31,6;--
63476264268632;32,0;0,4;--;0,0;31,6;--
63476264269646;31,9;0,3;--;0,0;31,6;--
63476264270660;32,1;0,5;--;0,0;31,6;--
63476264271674;31,6;0,0;--;0,0;31,6;--
63476264272688;32,1;0,5;--;0,0;31,6;--
63476264273702;31,9;0,3;--;0,0;31,6;--
63476264274716;31,6;0,0;--;0,0;31,6;--
63476264275730;32,4;0,8;--;0,0;31,6;--
63476264276744;32,0;0,5;--;0,0;31,6;--
63476264277758;31,6;0,0;--;0,0;31,6;--
63476264278772;33,7;2,2;--;0,0;31,6;--
63476264279786;31,6;0,0;--;0,0;31,6;--
63476264280800;32,9;1,3;--;0,0;31,6;--
63476264281814;31,6;0,0;--;0,0;31,6;--
63476264282828;32,0;0,4;--;0,0;31,6;--
63476264283842;32,0;0,4;--;0,0;31,6;--
63476264284856;31,9;0,3;--;0,0;31,6;--
63476264285870;31,6;0,0;--;0,0;31,6;--
63476264286884;33,1;1,6;--;0,0;31,6;--
63476264287898;32,7;1,1;--;0,0;31,6;--
63476264288912;31,6;0,0;--;0,0;31,6;--
63476264289926;31,6;0,0;--;0,0;31,6;--
63476264290940;31,6;0,0;--;0,0;31,6;--
63476264291954;34,2;2,7;--;0,0;31,6;--
63476264292968;31,9;0,3;--;0,0;31,6;--
63476264293982;31,6;0,0;--;0,0;31,6;--
63476264294996;32,7;1,1;--;0,0;31,6;--
63476264296010;31,6;0,1;--;0,0;31,6;--
63476264297024;31,6;0,0;--;0,0;31,6;--
63476264298038;33,5;2,0;--;0,0;31,6;--
63476264299052;33,0;1,4;--;0,0;31,6;--
63476264300066;31,9;0,3;--;0,0;31,6;--
63476264301080;31,6;0,0;--;0,0;31,6;--
63476264302094;31,6;0,0;--;0,0;31,6;--
63476264303108;33,7;2,2;--;0,0;31,6;--
63476264304122;31,6;0,0;--;0,0;31,6;--
63476264305136;31,6;0,0;--;0,0;31,6;--
63476264306150;31,6;0,0;--;0,0;31,6;--
63476264307164;37,6;6,0;--;0,0;31,6;--
63476264308178;31,6;0,1;--;0,0;31,6;--
63476264309192;31,6;0,0;--;0,0;31,6;--
63476264310206;40,3;8,8;--;0,0;31,6;--
63476264311220;31,6;0,0;--;0,0;31,6;--
63476264312234;36,4;4,8;--;0,0;31,6;--
63476264313248;31,6;0,0;--;0,0;31,6;--
63476264314262;39,5;7,9;--;0,0;31,6;--
63476264315276;31,6;0,0;--;0,0;31,6;--
63476264316290;31,6;0,0;--;0,0;31,6;--
63476264317304;31,6;0,0;--;0,0;31,6;--
63476264318318;39,2;7,7;--;0,0;31,6;--
63476264319332;31,6;0,0;--;0,0;31,6;--
63476264320346;37,2;5,6;--;0,0;31,6;--
63476264321360;31,6;0,0;--;0,0;31,6;--
63476264322374;31,8;0,3;--;0,0;31,6;--
63476264323388;33,7;2,2;--;0,0;31,6;--
63476264324402;35,2;3,7;--;0,0;31,6;--
63476264325416;31,6;0,0;--;0,0;31,6;--
63476264326430;31,6;0,0;--;0,0;31,6;--
63476264327444;31,8;0,2;--;0,0;31,6;--
63476264328458;37,8;6,2;--;0,0;31,6;--
63476264329472;31,6;0,0;--;0,0;31,6;--
63476264330486;34,7;3,1;--;0,0;31,6;--
63476264331500;31,6;0,0;--;0,0;31,6;--
63476264332514;31,6;0,0;--;0,0;31,6;--
63476264333528;36,5;4,9;--;0,0;31,6;--
63476264334542;33,6;2,0;--;0,0;31,6;--
63476264335556;31,6;0,0;--;0,0;31,6;--
63476264336570;32,1;0,5;--;0,0;31,6;--
63476264337584;31,6;0,0;--;0,0;31,6;--
63476264338598;31,8;0,3;--;0,0;31,6;--
63476264339612;32,0;0,4;--;0,0;31,6;--
63476264340626;31,6;0,0;--;0,0;31,6;--
63476264341640;32,6;1,0;--;0,0;31,6;--
63476264342654;31,6;0,0;--;0,0;31,6;--
63476264343668;33,0;1,4;--;0,0;31,6;--
63476264344682;31,6;0,0;--;0,0;31,6;--
63476264345696;32,8;1,2;--;0,0;31,6;--
63476264346710;31,6;0,0;--;0,0;31,6;--
63476264347724;32,9;1,3;--;0,0;31,6;--
63476264348738;31,6;0,0;--;0,0;31,6;--
63476264349752;32,7;1,1;--;0,0;31,6;--
63476264350766;31,6;0,0;--;0,0;31,6;--
63476264351780;34,2;2,7;--;0,0;31,6;--
63476264352794;31,6;0,0;--;0,0;31,6;--
63476264353808;32,9;1,4;--;0,0;31,6;--
63476264354822;31,6;0,0;--;0,0;31,6;--
63476264355836;34,5;2,9;--;0,0;31,6;--
63476264356850;31,6;0,0;--;0,0;31,6;--
63476264357864;33,9;2,4;--;0,0;31,6;--
63476264358878;31,6;0,0;--;0,0;31,6;--
63476264359892;33,5;2,0;--;0,0;31,6;--
63476264360906;31,6;0,0;--;0,0;31,6;--
63476264361920;33,8;2,2;--;0,0;31,6;--
63476264362934;31,6;0,0;--;0,0;31,6;--
63476264363948;36,5;4,9;--;0,0;31,6;--
63476264364962;31,6;0,0;--;0,0;31,6;--
63476264365976;34,2;2,7;--;0,0;31,6;--
63476264366990;31,6;0,0;--;0,0;31,6;--
63476264368004;34,5;2,9;--;0,0;31,6;--
63476264369018;31,6;0,0;--;0,0;31,6;--
63476264370032;34,4;2,9;--;0,0;31,6;--
63476264371046;31,6;0,0;--;0,0;31,6;--
63476264372060;34,0;2,4;--;0,0;31,6;--
63476264373074;31,6;0,0;--;0,0;31,6;--
63476264374088;33,8;2,3;--;0,0;31,6;--
63476264375102;31,6;0,0;--;0,0;31,6;--
63476264376116;31,6;0,0;--;0,0;31,6;--
