TimeStamp (ms); Total Power (W); CPU (W); Monitor (W); Disk (W); Base (W); Application (W)
63476294627658;31,8;0,2;--;0,0;31,6;--
63476294628672;32,0;0,5;--;0,0;31,6;--
63476294629686;32,3;0,7;--;0,0;31,6;--
63476294630700;31,8;0,3;--;0,0;31,6;--
63476294631714;32,2;0,7;--;0,0;31,6;--
63476294632728;32,0;0,4;--;0,0;31,6;--
63476294633742;31,6;0,0;--;0,0;31,6;--
63476294634756;31,7;0,1;--;0,0;31,6;--
63476294635770;31,7;0,1;--;0,0;31,6;--
63476294636784;32,3;0,8;--;0,0;31,6;--
63476294637798;32,0;0,4;--;0,0;31,6;--
63476294638812;31,6;0,0;--;0,0;31,6;--
63476294639826;32,1;0,5;--;0,0;31,6;--
63476294640840;33,3;1,7;--;0,0;31,6;--
63476294641854;31,6;0,0;--;0,0;31,6;--
63476294642868;32,0;0,4;--;0,0;31,6;--
63476294643882;32,8;1,2;--;0,0;31,6;--
63476294644896;31,8;0,2;--;0,0;31,6;--
63476294645910;31,6;0,0;--;0,0;31,6;--
63476294646924;32,7;1,1;--;0,0;31,6;--
63476294647938;31,9;0,3;--;0,0;31,6;--
63476294648952;31,6;0,0;--;0,0;31,6;--
63476294649966;31,6;0,0;--;0,0;31,6;--
63476294650980;33,6;2,0;--;0,0;31,6;--
63476294651994;32,0;0,5;--;0,0;31,6;--
63476294653008;31,6;0,0;--;0,0;31,6;--
63476294654022;31,9;0,3;--;0,0;31,6;--
63476294655036;33,1;1,6;--;0,0;31,6;--
63476294656050;31,7;0,1;--;0,0;31,6;--
63476294657064;31,6;0,0;--;0,0;31,6;--
63476294658078;32,0;0,4;--;0,0;31,6;--
63476294659092;32,6;1,0;--;0,0;31,6;--
63476294660106;31,6;0,0;--;0,0;31,6;--
63476294661167;34,5;2,9;--;0,0;31,6;--
63476294662181;32,9;1,4;--;0,0;31,6;--
63476294663195;31,6;0,0;--;0,0;31,6;--
63476294664209;37,5;6,0;--;0,0;31,6;--
63476294665223;31,6;0,0;--;0,0;31,6;--
63476294666237;36,9;5,3;--;0,0;31,6;--
63476294667251;31,6;0,0;--;0,0;31,6;--
63476294668265;35,4;3,9;--;0,0;31,6;--
63476294669279;31,6;0,0;--;0,0;31,6;--
63476294670293;38,4;6,8;--;0,0;31,6;--
63476294671307;31,6;0,0;--;0,0;31,6;--
63476294672321;35,3;3,7;--;0,0;31,6;--
63476294673335;31,6;0,0;--;0,0;31,6;--
63476294674349;37,1;5,5;--;0,0;31,6;--
63476294675363;31,6;0,0;--;0,0;31,6;--
63476294676377;34,4;2,8;--;0,0;31,6;--
63476294677391;31,6;0,0;--;0,0;31,6;--
63476294678405;34,4;2,9;--;0,0;31,6;--
63476294679419;31,6;0,0;--;0,0;31,6;--
63476294680433;32,7;1,1;--;0,0;31,6;--
63476294681447;32,4;0,8;--;0,0;31,6;--
63476294682461;31,6;0,0;--;0,0;31,6;--
63476294683475;31,6;0,0;--;0,0;31,6;--
63476294684489;35,5;3,9;--;0,0;31,6;--
63476294685503;32,5;1,0;--;0,0;31,6;--
63476294686517;34,4;2,8;--;0,0;31,6;--
63476294687531;31,6;0,0;--;0,0;31,6;--
63476294688545;31,6;0,0;--;0,0;31,6;--
63476294689559;36,4;4,8;--;0,0;31,6;--
63476294690573;31,6;0,0;--;0,0;31,6;--
63476294691587;31,6;0,1;--;0,0;31,6;--
63476294692601;32,2;0,7;--;0,0;31,6;--
63476294693615;31,8;0,3;--;0,0;31,6;--
63476294694629;32,0;0,4;--;0,0;31,6;--
63476294695643;32,1;0,5;--;0,0;31,6;--
63476294696657;31,7;0,1;--;0,0;31,6;--
63476294697671;32,3;0,8;--;0,0;31,6;--
63476294698685;32,1;0,6;--;0,0;31,6;--
63476294699699;31,6;0,0;--;0,0;31,6;--
63476294700713;31,9;0,3;--;0,0;31,6;--
63476294701727;32,0;0,5;--;0,0;31,6;--
63476294702741;32,1;0,5;--;0,0;31,6;--
63476294703755;32,1;0,5;--;0,0;31,6;--
63476294704769;32,1;0,5;--;0,0;31,6;--
63476294705783;31,8;0,3;--;0,0;31,6;--
63476294706797;31,6;0,0;--;0,0;31,6;--
63476294707811;32,7;1,1;--;0,0;31,6;--
63476294708825;31,6;0,0;--;0,0;31,6;--
63476294709839;31,6;0,0;--;0,0;31,6;--
63476294710853;33,1;1,6;--;0,0;31,6;--
63476294711867;31,6;0,0;--;0,0;31,6;--
63476294712881;35,0;3,5;--;0,0;31,6;--
63476294713895;31,6;0,0;--;0,0;31,6;--
63476294714909;32,4;0,8;--;0,0;31,6;--
63476294715923;32,5;0,9;--;0,0;31,6;--
63476294716937;31,6;0,0;--;0,0;31,6;--
63476294717951;32,6;1,0;--;0,0;31,6;--
63476294718965;31,6;0,0;--;0,0;31,6;--
63476294719979;31,6;0,0;--;0,0;31,6;--
63476294720993;32,0;0,5;--;0,0;31,6;--
63476294722007;33,0;1,4;--;0,0;31,6;--
63476294723021;31,6;0,0;--;0,0;31,6;--
63476294724035;31,6;0,0;--;0,0;31,6;--
63476294725049;35,6;4,1;--;0,0;31,6;--
63476294726063;31,6;0,0;--;0,0;31,6;--
63476294727077;38,2;6,6;--;0,0;31,6;--
63476294728091;31,6;0,0;--;0,0;31,6;--
63476294729105;36,6;5,0;--;0,0;31,6;--
63476294730119;31,6;0,0;--;0,0;31,6;--
63476294731133;37,6;6,1;--;0,0;31,6;--
63476294732147;31,6;0,0;--;0,0;31,6;--
63476294733161;33,1;1,6;--;0,0;31,6;--
63476294734175;31,6;0,0;--;0,0;31,6;--
63476294735189;31,6;0,0;--;0,0;31,6;--
63476294736203;32,7;1,1;--;0,0;31,6;--
63476294737217;31,6;0,0;--;0,0;31,6;--
63476294738231;33,0;1,4;--;0,0;31,6;--
63476294739245;31,6;0,0;--;0,0;31,6;--
63476294740259;32,3;0,7;--;0,0;31,6;--
63476294741273;31,9;0,3;--;0,0;31,6;--
63476294742287;32,1;0,5;--;0,0;31,6;--
63476294743301;31,6;0,0;--;0,0;31,6;--
63476294744315;33,2;1,6;--;0,0;31,6;--
63476294745329;31,6;0,0;--;0,0;31,6;--
63476294746343;32,1;0,5;--;0,0;31,6;--
63476294747357;31,6;0,0;--;0,0;31,6;--
63476294748371;32,3;0,8;--;0,0;31,6;--
63476294749385;32,1;0,5;--;0,0;31,6;--
63476294750399;31,6;0,0;--;0,0;31,6;--
63476294751413;31,6;0,0;--;0,0;31,6;--
63476294752427;32,1;0,6;--;0,0;31,6;--
63476294753441;31,6;0,0;--;0,0;31,6;--
63476294754455;33,4;1,8;--;0,0;31,6;--
63476294755469;31,6;0,0;--;0,0;31,6;--
63476294756483;32,5;1,0;--;0,0;31,6;--
63476294757497;32,9;1,4;--;0,0;31,6;--
63476294758511;31,6;0,0;--;0,0;31,6;--
63476294759525;31,6;0,0;--;0,0;31,6;--
63476294760539;32,1;0,6;--;0,0;31,6;--
63476294761553;32,6;1,0;--;0,0;31,6;--
63476294762567;31,6;0,0;--;0,0;31,6;--
63476294763581;31,6;0,0;--;0,0;31,6;--
63476294764595;32,2;0,7;--;0,0;31,6;--
63476294765609;32,0;0,4;--;0,0;31,6;--
63476294766623;31,8;0,3;--;0,0;31,6;--
63476294767637;32,2;0,7;--;0,0;31,6;--
63476294768651;31,6;0,0;--;0,0;31,6;--
63476294769665;32,0;0,4;--;0,0;31,6;--
63476294770679;32,3;0,7;--;0,0;31,6;--
63476294771693;32,0;0,4;--;0,0;31,6;--
63476294772707;31,7;0,1;--;0,0;31,6;--
63476294773721;31,9;0,3;--;0,0;31,6;--
63476294774735;31,7;0,1;--;0,0;31,6;--
63476294775749;32,5;0,9;--;0,0;31,6;--
63476294776763;32,2;0,7;--;0,0;31,6;--
63476294777777;31,6;0,0;--;0,0;31,6;--
63476294778791;32,1;0,6;--;0,0;31,6;--
63476294779805;32,5;0,9;--;0,0;31,6;--
63476294780819;31,6;0,0;--;0,0;31,6;--
63476294781833;31,6;0,0;--;0,0;31,6;--
63476294782847;32,9;1,3;--;0,0;31,6;--
63476294783861;31,6;0,0;--;0,0;31,6;--
63476294784875;31,6;0,0;--;0,0;31,6;--
63476294785889;33,0;1,4;--;0,0;31,6;--
63476294786903;32,9;1,3;--;0,0;31,6;--
63476294787917;31,6;0,0;--;0,0;31,6;--
63476294788931;33,1;1,6;--;0,0;31,6;--
63476294789945;33,0;1,4;--;0,0;31,6;--
63476294790959;32,0;0,5;--;0,0;31,6;--
63476294791973;31,6;0,0;--;0,0;31,6;--
63476294792987;33,5;2,0;--;0,0;31,6;--
63476294794001;31,6;0,1;--;0,0;31,6;--
63476294795015;31,6;0,0;--;0,0;31,6;--
63476294796029;31,6;0,1;--;0,0;31,6;--
63476294797043;32,5;0,9;--;0,0;31,6;--
63476294798057;34,2;2,7;--;0,0;31,6;--
63476294799071;31,7;0,1;--;0,0;31,6;--
63476294800085;31,6;0,0;--;0,0;31,6;--
63476294801099;34,7;3,1;--;0,0;31,6;--
63476294802113;31,7;0,1;--;0,0;31,6;--
63476294803127;31,6;0,0;--;0,0;31,6;--
63476294804141;31,6;0,0;--;0,0;31,6;--
63476294805155;35,2;3,7;--;0,0;31,6;--
63476294806169;31,6;0,0;--;0,0;31,6;--
63476294807183;31,6;0,0;--;0,0;31,6;--
63476294808197;38,8;7,3;--;0,0;31,6;--
63476294809211;31,6;0,0;--;0,0;31,6;--
63476294810225;34,5;2,9;--;0,0;31,6;--
63476294811239;31,6;0,0;--;0,0;31,6;--
63476294812253;36,6;5,0;--;0,0;31,6;--
63476294813267;31,6;0,0;--;0,0;31,6;--
63476294814281;36,6;5,0;--;0,0;31,6;--
63476294815295;31,6;0,0;--;0,0;31,6;--
63476294816309;35,9;4,3;--;0,0;31,6;--
63476294817323;31,6;0,0;--;0,0;31,6;--
63476294818337;36,5;4,9;--;0,0;31,6;--
63476294819351;31,6;0,0;--;0,0;31,6;--
63476294820365;32,1;0,5;--;0,0;31,6;--
63476294821379;31,8;0,3;--;0,0;31,6;--
63476294822393;34,8;3,2;--;0,0;31,6;--
63476294823407;31,6;0,0;--;0,0;31,6;--
63476294824421;34,8;3,3;--;0,0;31,6;--
63476294825435;31,6;0,0;--;0,0;31,6;--
63476294826449;34,1;2,6;--;0,0;31,6;--
63476294827463;31,6;0,0;--;0,0;31,6;--
63476294828477;35,0;3,4;--;0,0;31,6;--
63476294829491;31,6;0,0;--;0,0;31,6;--
63476294830505;31,6;0,0;--;0,0;31,6;--
63476294831519;35,7;4,1;--;0,0;31,6;--
63476294832533;33,8;2,3;--;0,0;31,6;--
63476294833547;31,6;0,0;--;0,0;31,6;--
63476294834561;31,6;0,0;--;0,0;31,6;--
63476294835575;31,6;0,0;--;0,0;31,6;--
63476294836589;32,2;0,7;--;0,0;31,6;--
63476294837603;31,6;0,1;--;0,0;31,6;--
63476294838617;32,1;0,6;--;0,0;31,6;--
63476294839631;31,8;0,3;--;0,0;31,6;--
63476294840645;31,9;0,3;--;0,0;31,6;--
63476294841659;32,0;0,5;--;0,0;31,6;--
63476294842673;31,6;0,0;--;0,0;31,6;--
63476294843687;31,6;0,0;--;0,0;31,6;--
63476294844701;34,0;2,4;--;0,0;31,6;--
63476294845715;31,8;0,2;--;0,0;31,6;--
63476294846729;31,8;0,3;--;0,0;31,6;--
63476294847743;31,6;0,0;--;0,0;31,6;--
63476294848757;32,1;0,5;--;0,0;31,6;--
63476294849771;31,6;0,0;--;0,0;31,6;--
63476294850785;34,5;2,9;--;0,0;31,6;--
63476294851799;31,6;0,0;--;0,0;31,6;--
63476294852813;31,6;0,0;--;0,0;31,6;--
63476294853827;31,6;0,0;--;0,0;31,6;--
63476294854841;31,6;0,0;--;0,0;31,6;--
63476294855855;33,7;2,2;--;0,0;31,6;--
63476294856869;31,6;0,0;--;0,0;31,6;--
63476294857883;34,0;2,4;--;0,0;31,6;--
63476294858897;31,6;0,0;--;0,0;31,6;--
63476294859911;34,8;3,3;--;0,0;31,6;--
63476294860925;31,6;0,0;--;0,0;31,6;--
63476294861939;36,3;4,7;--;0,0;31,6;--
63476294862953;31,6;0,0;--;0,0;31,6;--
63476294863967;34,1;2,6;--;0,0;31,6;--
63476294864981;31,6;0,0;--;0,0;31,6;--
63476294865995;36,5;4,9;--;0,0;31,6;--
63476294867009;31,6;0,0;--;0,0;31,6;--
63476294868023;34,0;2,4;--;0,0;31,6;--
63476294869037;31,6;0,0;--;0,0;31,6;--
63476294870051;37,1;5,6;--;0,0;31,6;--
63476294871065;31,6;0,0;--;0,0;31,6;--
63476294872079;36,2;4,6;--;0,0;31,6;--
63476294873093;31,6;0,0;--;0,0;31,6;--
63476294874107;34,9;3,3;--;0,0;31,6;--
63476294875121;31,6;0,0;--;0,0;31,6;--
63476294876135;37,5;6,0;--;0,0;31,6;--
63476294877149;31,6;0,0;--;0,0;31,6;--
63476294878163;34,4;2,8;--;0,0;31,6;--
63476294879224;31,6;0,0;--;0,0;31,6;--
63476294880378;33,3;1,8;--;0,0;31,6;--
63476294881392;31,9;0,3;--;0,0;31,6;--
63476294882406;31,6;0,1;--;0,0;31,6;--
63476294883420;31,6;0,0;--;0,0;31,6;--
63476294884434;31,6;0,0;--;0,0;31,6;--
63476294885448;32,5;0,9;--;0,0;31,6;--
63476294886462;31,6;0,0;--;0,0;31,6;--
63476294887476;32,4;0,8;--;0,0;31,6;--
63476294888490;31,7;0,1;--;0,0;31,6;--
63476294889504;31,6;0,0;--;0,0;31,6;--
63476294890518;31,6;0,0;--;0,0;31,6;--
63476294891532;32,0;0,5;--;0,0;31,6;--
63476294892546;31,6;0,0;--;0,0;31,6;--
63476294893560;31,7;0,1;--;0,0;31,6;--
63476294894574;31,6;0,0;--;0,0;31,6;--
63476294895588;31,8;0,2;--;0,0;31,6;--
63476294896602;31,9;0,3;--;0,0;31,6;--
63476294897616;32,0;0,5;--;0,0;31,6;--
63476294898630;31,8;0,3;--;0,0;31,6;--
63476294899644;32,1;0,5;--;0,0;31,6;--
63476294900658;32,6;1,0;--;0,0;31,6;--
63476294901672;31,8;0,3;--;0,0;31,6;--
63476294902686;32,1;0,6;--;0,0;31,6;--
63476294903700;31,6;0,0;--;0,0;31,6;--
63476294904714;32,1;0,5;--;0,0;31,6;--
63476294905728;31,7;0,1;--;0,0;31,6;--
63476294906742;31,6;0,0;--;0,0;31,6;--
63476294907756;31,6;0,0;--;0,0;31,6;--
63476294908770;31,9;0,3;--;0,0;31,6;--
63476294909784;33,4;1,8;--;0,0;31,6;--
63476294910798;32,0;0,4;--;0,0;31,6;--
63476294911812;31,9;0,3;--;0,0;31,6;--
63476294912826;31,6;0,0;--;0,0;31,6;--
63476294913840;31,6;0,0;--;0,0;31,6;--
63476294914854;33,3;1,8;--;0,0;31,6;--
63476294915868;31,6;0,0;--;0,0;31,6;--
63476294916882;31,8;0,2;--;0,0;31,6;--
63476294917896;31,6;0,0;--;0,0;31,6;--
63476294918910;32,1;0,6;--;0,0;31,6;--
63476294919924;31,7;0,1;--;0,0;31,6;--
63476294920938;32,1;0,5;--;0,0;31,6;--
63476294921952;31,7;0,1;--;0,0;31,6;--
63476294922966;31,6;0,0;--;0,0;31,6;--
63476294923980;31,9;0,3;--;0,0;31,6;--
63476294924994;31,6;0,0;--;0,0;31,6;--
63476294926008;31,9;0,3;--;0,0;31,6;--
63476294927022;31,6;0,0;--;0,0;31,6;--
63476294928036;31,8;0,3;--;0,0;31,6;--
63476294929050;31,8;0,2;--;0,0;31,6;--
63476294930064;32,1;0,5;--;0,0;31,6;--
63476294931078;31,7;0,1;--;0,0;31,6;--
63476294932092;32,0;0,4;--;0,0;31,6;--
63476294933106;31,6;0,0;--;0,0;31,6;--
63476294934120;34,4;2,2;--;0,7;31,6;--
63476294935134;32,3;0,7;--;0,0;31,6;--
63476294936148;32,0;0,5;--;0,0;31,6;--
63476294937162;31,9;0,3;--;0,0;31,6;--
63476294938176;31,6;0,0;--;0,0;31,6;--
63476294939190;31,6;0,0;--;0,0;31,6;--
63476294940204;32,4;0,8;--;0,0;31,6;--
63476294941218;31,6;0,0;--;0,0;31,6;--
63476294942232;31,7;0,1;--;0,0;31,6;--
63476294943246;31,6;0,0;--;0,0;31,6;--
63476294944260;32,5;1,0;--;0,0;31,6;--
63476294945274;31,6;0,0;--;0,0;31,6;--
63476294946288;31,9;0,3;--;0,0;31,6;--
63476294947302;31,7;0,1;--;0,0;31,6;--
63476294948316;31,6;0,0;--;0,0;31,6;--
63476294949330;31,7;0,1;--;0,0;31,6;--
63476294950344;31,6;0,0;--;0,0;31,6;--
63476294951358;32,3;0,7;--;0,0;31,6;--
63476294952372;31,6;0,0;--;0,0;31,6;--
63476294953386;31,9;0,3;--;0,0;31,6;--
63476294954400;31,6;0,0;--;0,0;31,6;--
63476294955414;31,9;0,3;--;0,0;31,6;--
63476294956428;31,6;0,0;--;0,0;31,6;--
63476294957442;32,0;0,4;--;0,0;31,6;--
63476294958456;31,6;0,0;--;0,0;31,6;--
63476294959470;31,6;0,1;--;0,0;31,6;--
63476294960484;31,6;0,0;--;0,0;31,6;--
63476294961498;31,6;0,0;--;0,0;31,6;--
63476294962512;32,5;0,9;--;0,0;31,6;--
63476294963526;31,6;0,0;--;0,0;31,6;--
63476294964540;33,1;1,6;--;0,0;31,6;--
63476294965554;31,6;0,0;--;0,0;31,6;--
63476294966569;32,9;1,3;--;0,0;31,6;--
63476294967583;31,6;0,0;--;0,0;31,6;--
63476294968597;31,8;0,3;--;0,0;31,6;--
63476294969611;32,1;0,5;--;0,0;31,6;--
63476294970625;31,6;0,1;--;0,0;31,6;--
63476294971639;32,3;0,7;--;0,0;31,6;--
63476294972653;31,8;0,2;--;0,0;31,6;--
63476294973667;32,3;0,8;--;0,0;31,6;--
63476294974681;31,6;0,0;--;0,0;31,6;--
63476294975695;32,2;0,7;--;0,0;31,6;--
63476294976709;31,6;0,0;--;0,0;31,6;--
63476294977723;31,8;0,3;--;0,0;31,6;--
63476294978737;31,6;0,0;--;0,0;31,6;--
63476294979751;31,7;0,1;--;0,0;31,6;--
63476294980765;31,6;0,0;--;0,0;31,6;--
63476294981779;32,4;0,8;--;0,0;31,6;--
63476294982793;31,7;0,1;--;0,0;31,6;--
63476294983807;31,6;0,0;--;0,0;31,6;--
63476294984821;32,1;0,5;--;0,0;31,6;--
63476294985835;32,1;0,5;--;0,0;31,6;--
63476294986849;31,6;0,0;--;0,0;31,6;--
63476294987863;32,2;0,6;--;0,0;31,6;--
63476294988877;31,6;0,1;--;0,0;31,6;--
63476294989891;31,6;0,0;--;0,0;31,6;--
63476294990905;31,8;0,2;--;0,0;31,6;--
63476294991919;32,2;0,7;--;0,0;31,6;--
63476294992933;31,6;0,0;--;0,0;31,6;--
63476294993947;32,0;0,4;--;0,0;31,6;--
63476294994961;32,8;1,2;--;0,0;31,6;--
63476294995975;31,8;0,3;--;0,0;31,6;--
63476294996989;31,9;0,3;--;0,0;31,6;--
63476294998003;31,6;0,0;--;0,0;31,6;--
63476294999017;31,7;0,1;--;0,0;31,6;--
63476295000031;32,0;0,4;--;0,0;31,6;--
63476295001045;31,6;0,0;--;0,0;31,6;--
63476295002059;32,0;0,5;--;0,0;31,6;--
63476295003073;31,6;0,0;--;0,0;31,6;--
63476295004087;32,7;1,1;--;0,0;31,6;--
63476295005101;31,6;0,0;--;0,0;31,6;--
63476295006115;31,8;0,3;--;0,0;31,6;--
63476295007129;31,7;0,1;--;0,0;31,6;--
63476295008143;31,6;0,0;--;0,0;31,6;--
63476295009157;31,7;0,1;--;0,0;31,6;--
63476295010171;31,6;0,0;--;0,0;31,6;--
63476295011185;31,6;0,0;--;0,0;31,6;--
63476295012199;33,0;1,4;--;0,0;31,6;--
63476295013213;31,6;0,0;--;0,0;31,6;--
63476295014227;32,8;1,2;--;0,0;31,6;--
63476295015241;31,6;0,0;--;0,0;31,6;--
63476295016255;32,5;0,9;--;0,0;31,6;--
63476295017269;31,6;0,0;--;0,0;31,6;--
63476295018283;32,1;0,6;--;0,0;31,6;--
63476295019297;31,7;0,1;--;0,0;31,6;--
63476295020311;31,7;0,1;--;0,0;31,6;--
63476295021325;31,7;0,1;--;0,0;31,6;--
63476295022339;32,2;0,6;--;0,0;31,6;--
63476295023353;31,6;0,0;--;0,0;31,6;--
63476295024367;36,1;4,6;--;0,0;31,6;--
63476295025381;31,7;0,1;--;0,0;31,6;--
63476295026395;31,6;0,0;--;0,0;31,6;--
63476295027409;32,2;0,7;--;0,0;31,6;--
63476295028423;31,8;0,2;--;0,0;31,6;--
63476295029437;31,6;0,0;--;0,0;31,6;--
63476295030451;31,6;0,0;--;0,0;31,6;--
63476295031465;32,9;1,4;--;0,0;31,6;--
63476295032510;31,7;0,1;--;0,0;31,6;--
63476295033524;32,8;1,2;--;0,0;31,6;--
63476295034538;31,6;0,0;--;0,0;31,6;--
63476295035552;31,6;0,0;--;0,0;31,6;--
63476295036566;32,1;0,6;--;0,0;31,6;--
63476295037611;31,6;0,0;--;0,0;31,6;--
63476295038641;32,9;1,3;--;0,0;31,6;--
63476295039655;31,8;0,3;--;0,0;31,6;--
63476295040669;32,2;0,7;--;0,0;31,6;--
63476295041683;31,7;0,1;--;0,0;31,6;--
63476295042697;31,8;0,2;--;0,0;31,6;--
63476295043711;31,8;0,3;--;0,0;31,6;--
63476295044725;31,6;0,0;--;0,0;31,6;--
63476295045739;31,6;0,0;--;0,0;31,6;--
63476295046753;33,7;2,2;--;0,0;31,6;--
63476295047767;31,6;0,0;--;0,0;31,6;--
63476295048781;32,3;0,7;--;0,0;31,6;--
63476295049795;32,0;0,4;--;0,0;31,6;--
63476295050809;31,6;0,0;--;0,0;31,6;--
63476295051823;33,7;2,2;--;0,0;31,6;--
63476295052837;32,2;0,7;--;0,0;31,6;--
63476295053851;31,6;0,0;--;0,0;31,6;--
63476295054865;32,2;0,7;--;0,0;31,6;--
63476295055879;32,5;1,0;--;0,0;31,6;--
63476295056893;32,5;0,9;--;0,0;31,6;--
63476295057907;31,6;0,0;--;0,0;31,6;--
63476295058921;31,6;0,0;--;0,0;31,6;--
63476295059935;33,5;2,0;--;0,0;31,6;--
63476295060949;31,6;0,1;--;0,0;31,6;--
63476295061963;31,6;0,0;--;0,0;31,6;--
63476295062977;31,8;0,3;--;0,0;31,6;--
63476295063991;31,6;0,0;--;0,0;31,6;--
63476295065005;31,7;0,1;--;0,0;31,6;--
63476295066019;31,6;0,0;--;0,0;31,6;--
63476295067033;32,3;0,8;--;0,0;31,6;--
63476295068047;31,6;0,0;--;0,0;31,6;--
63476295069061;31,7;0,1;--;0,0;31,6;--
63476295070075;33,3;1,7;--;0,0;31,6;--
63476295071089;32,8;1,2;--;0,0;31,6;--
63476295072103;31,7;0,1;--;0,0;31,6;--
63476295073117;31,6;0,0;--;0,0;31,6;--
63476295074131;31,6;0,0;--;0,0;31,6;--
63476295075145;33,2;1,6;--;0,0;31,6;--
63476295076159;36,1;4,6;--;0,0;31,6;--
63476295077173;31,6;0,0;--;0,0;31,6;--
63476295078187;34,3;2,7;--;0,0;31,6;--
63476295079201;31,6;0,0;--;0,0;31,6;--
63476295080215;34,8;3,3;--;0,0;31,6;--
63476295081229;31,6;0,0;--;0,0;31,6;--
63476295082243;31,6;0,0;--;0,0;31,6;--
63476295083257;33,0;1,4;--;0,0;31,6;--
63476295084271;31,6;0,0;--;0,0;31,6;--
63476295085285;33,5;2,0;--;0,0;31,6;--
63476295086299;31,6;0,0;--;0,0;31,6;--
63476295087313;32,8;1,2;--;0,0;31,6;--
63476295088327;31,6;0,0;--;0,0;31,6;--
63476295089341;33,4;1,8;--;0,0;31,6;--
63476295090355;31,6;0,0;--;0,0;31,6;--
63476295091369;33,8;2,2;--;0,0;31,6;--
63476295092383;31,6;0,0;--;0,0;31,6;--
63476295093397;33,9;2,3;--;0,0;31,6;--
63476295094411;31,6;0,0;--;0,0;31,6;--
63476295095425;32,3;0,7;--;0,0;31,6;--
63476295096439;31,6;0,0;--;0,0;31,6;--
63476295097453;32,9;1,3;--;0,0;31,6;--
63476295098467;31,6;0,0;--;0,0;31,6;--
63476295099481;33,0;1,4;--;0,0;31,6;--
63476295100495;31,6;0,0;--;0,0;31,6;--
63476295101509;32,7;1,2;--;0,0;31,6;--
63476295102523;31,6;0,0;--;0,0;31,6;--
63476295103537;32,2;0,7;--;0,0;31,6;--
63476295104551;31,6;0,0;--;0,0;31,6;--
63476295105565;32,2;0,7;--;0,0;31,6;--
63476295106579;31,6;0,0;--;0,0;31,6;--
63476295107593;32,2;0,7;--;0,0;31,6;--
63476295108607;31,8;0,3;--;0,0;31,6;--
63476295109621;32,2;0,7;--;0,0;31,6;--
63476295110635;31,8;0,3;--;0,0;31,6;--
63476295111649;31,9;0,3;--;0,0;31,6;--
63476295112663;31,9;0,3;--;0,0;31,6;--
63476295113677;32,1;0,6;--;0,0;31,6;--
63476295114691;31,7;0,1;--;0,0;31,6;--
63476295115705;31,8;0,3;--;0,0;31,6;--
63476295116719;32,0;0,5;--;0,0;31,6;--
63476295117733;31,9;0,3;--;0,0;31,6;--
63476295118747;31,6;0,0;--;0,0;31,6;--
63476295119761;32,6;1,0;--;0,0;31,6;--
63476295120775;32,3;0,8;--;0,0;31,6;--
63476295121789;32,0;0,4;--;0,0;31,6;--
63476295122803;31,6;0,0;--;0,0;31,6;--
63476295123817;32,7;1,2;--;0,0;31,6;--
63476295124831;31,7;0,1;--;0,0;31,6;--
63476295125845;31,6;0,0;--;0,0;31,6;--
63476295126859;31,8;0,3;--;0,0;31,6;--
63476295127873;31,8;0,3;--;0,0;31,6;--
63476295128887;31,6;0,0;--;0,0;31,6;--
63476295129901;34,6;3,1;--;0,0;31,6;--
63476295130915;31,9;0,3;--;0,0;31,6;--
63476295131929;32,0;0,5;--;0,0;31,6;--
63476295132943;31,6;0,0;--;0,0;31,6;--
63476295133957;31,7;0,1;--;0,0;31,6;--
63476295134971;31,7;0,1;--;0,0;31,6;--
63476295135985;31,7;0,1;--;0,0;31,6;--
63476295136999;31,6;0,0;--;0,0;31,6;--
63476295138013;31,8;0,2;--;0,0;31,6;--
63476295139027;31,6;0,0;--;0,0;31,6;--
63476295140041;32,4;0,8;--;0,0;31,6;--
63476295141055;32,1;0,5;--;0,0;31,6;--
63476295142069;31,8;0,2;--;0,0;31,6;--
63476295143083;31,6;0,0;--;0,0;31,6;--
63476295144097;31,9;0,3;--;0,0;31,6;--
63476295145111;31,7;0,1;--;0,0;31,6;--
63476295146125;31,6;0,0;--;0,0;31,6;--
63476295147139;31,8;0,2;--;0,0;31,6;--
63476295148153;31,6;0,0;--;0,0;31,6;--
63476295149167;31,6;0,0;--;0,0;31,6;--
63476295150181;34,9;3,3;--;0,0;31,6;--
63476295151195;31,6;0,0;--;0,0;31,6;--
63476295152209;33,9;2,4;--;0,0;31,6;--
63476295153223;31,6;0,0;--;0,0;31,6;--
63476295154237;32,2;0,7;--;0,0;31,6;--
63476295155251;31,6;0,0;--;0,0;31,6;--
63476295156265;31,6;0,0;--;0,0;31,6;--
63476295157279;32,3;0,7;--;0,0;31,6;--
63476295158293;32,0;0,5;--;0,0;31,6;--
63476295159307;31,6;0,0;--;0,0;31,6;--
63476295160321;33,7;2,2;--;0,0;31,6;--
63476295161335;31,6;0,0;--;0,0;31,6;--
63476295162349;32,9;1,4;--;0,0;31,6;--
63476295163363;31,6;0,0;--;0,0;31,6;--
63476295164377;32,1;0,5;--;0,0;31,6;--
63476295165391;31,9;0,3;--;0,0;31,6;--
63476295166405;31,6;0,0;--;0,0;31,6;--
63476295167419;31,6;0,0;--;0,0;31,6;--
63476295168433;31,6;0,0;--;0,0;31,6;--
63476295169447;31,8;0,2;--;0,0;31,6;--
63476295170461;32,5;0,9;--;0,0;31,6;--
