Watts
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.06679701805114746
0.05143458768725395
0.0637650117278099
-0.010636819526553154
0.0025190021842718124
0.14062754809856415
-0.034602999687194824
0.07044553756713867
0.11691226065158844
0.08839196711778641
0.14237190783023834
0.3316941559314728
0.5021097660064697
0.5149222016334534
0.6208969354629517
0.6323148012161255
0.8072053790092468
0.7740665674209595
0.8172134757041931
0.8908980488777161
1.0328274965286255
1.0824511051177979
1.0660326480865479
1.2853310108184814
1.3409953117370605
1.4429105520248413
1.6671446561813354
1.6379084587097168
1.6528583765029907
1.7984631061553955
1.9793963432312012
2.04331111907959
2.1331140995025635
2.0135138034820557
2.0284392833709717
2.1540088653564453
2.3704779148101807
2.2675094604492188
2.294621467590332
2.3349838256835938
2.3753626346588135
2.303147554397583
2.3783278465270996
2.431429862976074
2.621135950088501
2.6332151889801025
2.5947530269622803
2.665353775024414
2.7613863945007324
2.716665506362915
2.8021881580352783
2.8641998767852783
2.89150071144104
2.914114236831665
3.0281660556793213
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
